,sign,freq,city,format,state
8906,W237BZ,95.3000000000001,"Clayton, NC",Classic Hip-Hop,NC
8907,W237CA,95.3000000000001,"Culpeper, VA",Classic Hits,VA
8908,W237CD,95.3000000000001,"Harrisonville, NJ",Gospel Music,NJ
8909,W237CE,95.3000000000001,"Howards Grove, WI",Religious,WI
8910,W237CM,95.3000000000001,"Fayetteville, NC",Classical,NC
8911,W237CO,95.3000000000001,"Richland Center, WI",Christian Contemporary,WI
8912,W237CP,95.3000000000001,"Miami, FL",College,FL
8913,W237CR,95.3000000000001,"Littleton, NH",Hot AC,NH
8914,W237CW,95.3000000000001,"Pinellas Park, FL",Sports,FL
8915,W237CZ,95.3000000000001,"Grand Rapids, MI",Christian Contemporary,MI
8916,W237DC,95.3000000000001,"New Holland, PA",Religious,PA
8917,W237DE,95.3000000000001,"Harrisburg, PA",Sports,PA
8918,W237DF,95.3000000000001,"Lexington, VA",Adult Album Alternative,VA
8919,W237DH,95.3000000000001,"Oneonta, AL",Classic Hits,AL
8920,W237DP,95.3000000000001,"Mountain Top, PA",Tropical,PA
8921,W237DR,95.3000000000001,"Martinsville, VA",Religious,VA
8922,W237DT,95.3000000000001,"Estill Springs, TN",Adult Hits,TN
8923,W237DV,95.3000000000001,"Kingsport, TN",Top-40,TN
8924,W237DY,95.3000000000001,"Chestnut Ridge, TN",Americana,TN
8925,W237EE,95.3000000000001,"Hendersonville, NC",Oldies,NC
8926,W237EG,95.3000000000001,"Boone, NC",Top-40,NC
8927,W237EH,95.3000000000001,"Pennsauken, NJ",Religious,NJ
8928,W237EJ,95.3000000000001,"Gainesville, FL",Public Radio,FL
8929,W237EK,95.3000000000001,"Birmingham, AL",Religious,AL
8930,W237EL,95.3000000000001,"Willimantic, CT",Adult Contemporary,CT
8931,W237EN,95.3000000000001,"Hanover, PA",Adult Contemporary,PA
8932,W237EO,95.3000000000001,"Bloomfield, CT",Religious,CT
8933,W237EQ,95.3000000000001,"Sandusky, MI",Talk,MI
8934,W237ER,95.3000000000001,"Huntington, WV",Unknown Format,WV
8935,W237EU,95.3000000000001,"Saint Cloud, MN",News/Talk,MN
8936,W237EV,95.3000000000001,"Middletown, NY",Country,NY
8937,W237EW,95.3000000000001,"West Chester, PA",Talk,PA
8938,W237EX,95.3000000000001,"International Falls, MN",Oldies,MN
8939,W237EY,95.3000000000001,"Saranac Lake, NY",Classic Rock,NY
8940,W237FA,95.3000000000001,"Nashua, NH",News/Talk,NH
8941,W237FB,95.3000000000001,"Tallahassee, FL",Religious,FL
8942,W237FC,95.3000000000001,"Lake Placid, FL",Talk,FL
8943,W237FD,95.3000000000001,"Lawrenceburg, TN",Classic Country,TN
8944,W237FF,95.3000000000001,"San Juan, PR",Spanish News,PR
8945,W237FG,95.3000000000001,"Dobson, NC",Gospel Music,NC
8946,W237FI,95.3000000000001,"Hornell, NY",Classic Rock,NY
8947,W237FJ,95.3000000000001,"Bradenton, FL",Classic Hits,FL
8948,W237FL,95.3000000000001,"Cincinnati, OH",Oldies,OH
8949,W237FM,95.3000000000001,"Portsmouth, VA",Gospel Music,VA
8950,W237FO,95.3000000000001,"Lakeland, FL",Christian Contemporary,FL
8951,W238FH,95.3000000000001,"Lynchburg, VA",Sports,VA
8952,W280FF,95.3000000000001,"Morgantown, WV",Talk,WV
8953,WADI,95.3000000000001,"Corinth, MS",Country,MS
8954,WALV,95.3000000000001,"Ooltewah, TN",Religious,TN
8955,WALZ,95.3000000000001,"Machias, ME",Classic Hits,ME
8956,WBCK,95.3000000000001,"Battle Creek, MI",News/Talk,MI
8957,WBEV,95.3000000000001,"Beaver Dam, WI",Classic Hits,WI
8958,WBKT,95.3000000000001,"Norwich, NY",Country,NY
8959,WBLJ,95.3000000000001,"Shamokin, PA",Country,PA
8960,WBPE,95.3000000000001,"Brookston, IN",Adult Hits,IN
8961,WCFX,95.3000000000001,"Clare, MI",Top-40,MI
8962,WDNH,95.3000000000001,"Honesdale, PA",Hot AC,PA
8963,WEBL,95.3000000000001,"Coldwater, MS",Country,MS
8964,WEGG,95.3000000000001,"Bowman, GA",Oldies,GA
8965,WFBR,95.3000000000001,"Mount Washington, KY",Christian Contemporary,KY
8966,WFFN,95.3000000000001,"Coaling, AL",Country,AL
8967,WFRK,95.3000000000001,"Quinby, SC",News/Talk,SC
8968,WGMO,95.3000000000001,"Spooner, WI",Classic Rock,WI
8969,WGUR,95.3000000000001,"Milledgeville, GA",College,GA
8970,WGVS,95.3000000000001,"Whitehall, MI",Public Radio,MI
8971,WHFM,95.3000000000001,"Southampton, NY",Classic Rock,NY
8972,WHGE,95.3000000000001,"Wilmington, DE",Variety,DE
8973,WHLF,95.3000000000001,"South Boston, VA",Adult Contemporary,VA
8974,WHMA,95.3000000000001,"Alexandria, AL",Country,AL
8975,WHRB,95.3000000000001,"Cambridge, MA",College,MA
8976,WIKI,95.3000000000001,"Carrollton, KY",Country,KY
8977,WJEK,95.3000000000001,"Rantoul, IL",Christian Contemporary,IL
8978,WJEW,95.3000000000001,"Miami, FL",Spanish Christian,FL
8979,WJPA,95.3000000000001,"Washington, PA",Classic Hits,PA
8980,WJTB,95.3000000000001,"South Congaree, SC",Religious,SC
8981,WKDB,95.3000000000001,"Laurel, DE",Spanish Hits,DE
8982,WKHK,95.3000000000001,"Colonial Heights, VA",Country,VA
8983,WKLM,95.3000000000001,"Millersburg, OH",Adult Contemporary,OH
8984,WKTN,95.3000000000001,"Kenton, OH",Hot AC,OH
8985,WKVN,95.3000000000001,"Corydon, KY",Christian Contemporary,KY
8986,WLFK,95.3000000000001,"Gouverneur, NY",Country,NY
8987,WLHN,95.3000000000001,"Brandenburg, KY",Religious,KY
8988,WLJM,95.3000000000001,"Miami Beach, FL",Religious,FL
8989,WLKR,95.3000000000001,"Norwalk, OH",Adult Album Alternative,OH
8990,WLKW,95.3000000000001,"Celoron, NY",Christian Contemporary,NY
8991,WMJB,95.3000000000001,"Valley, AL",Religious,AL
8992,WMNH,95.3000000000001,"Manchester, NH",Variety,NH
8993,WNDI,95.3000000000001,"Sullivan, IN",Country,IN
8994,WNLA,95.3000000000001,"Drew, MS",Gospel Music,MS
8995,WNOZ,95.3000000000001,"New Orleans, LA",Smooth Jazz,LA
8996,WOBR,95.3000000000001,"Wanchese, NC",Rock,NC
8997,WOLZ,95.3000000000001,"Fort Myers, FL",80's Rock,FL
8998,WPVQ,95.3000000000001,"Greenfield, MA",Country,MA
8999,WPYO,95.3000000000001,"Maitland, FL",Tropical,FL
9000,WQTE,95.3000000000001,"Adrian, MI",Country,MI
9001,WRHR,95.3000000000001,"Corbin, KY",Grade School (K-12),KY
9002,WRKX,95.3000000000001,"Ottawa, IL",Adult Hits,IL
9003,WRLB,95.3000000000001,"Rainelle, WV",Rock,WV
9004,WRLB,95.3000000000001,"Lewisburg, WV",Rock,WV
9005,WRSC,95.3000000000001,"Bellefonte, PA",News/Talk,PA
9006,WRTB,95.3000000000001,"Winnebago, IL",Country,IL
9007,WRXX,95.3000000000001,"Centralia, IL",Top-40,IL
9008,WTBG,95.3000000000001,"Brownsville, TN",Talk,TN
9009,WTBU,95.3000000000001,"York Center, ME",Country,ME
9010,WTRC,95.3000000000001,"Niles, MI",News/Talk,MI
9011,WTTC,95.3000000000001,"Towanda, PA",Classic Rock,PA
9012,WUME,95.3000000000001,"Paoli, IN",Adult Contemporary,IN
9013,WVKV,95.3000000000001,"Nashville, GA",Christian Contemporary,GA
9014,WVRB,95.3000000000001,"Wilmore, KY",Christian Contemporary,KY
9015,WWCU,95.3000000000001,"Dillsboro, NC",College,NC
9016,WWOK,95.3000000000001,"Greenville, SC",Easy Listening,SC
9017,WWSS,95.3000000000001,"Tuscarora Township, MI",Classic Rock,MI
9018,WWWA,95.3000000000001,"Winslow, ME",Christian Contemporary,ME
9019,WXBX,95.3000000000001,"Rural Retreat, VA",Classic Hits,VA
9020,WXCV,95.3000000000001,"Homosassa Springs, FL",Hot AC,FL
9021,WXEI,95.3000000000001,"Crestview, FL",Talk,FL
9022,WXLF,95.3000000000001,"Hartford, VT",Country,VT
9023,WYFC,95.3000000000001,"Clinton, TN",Religious,TN
9024,WZLR,95.3000000000001,"Xenia, OH",80's Rock,OH
9025,WZNF,95.3000000000001,"Lumberton, MS",Top-40,MS
9026,WZRV,95.3000000000001,"Front Royal, VA",Classic Hits,VA
9027,K238AB,95.5000000000001,"Steamboat Springs, CO",Classic Rock,CO
9028,K238AE,95.5000000000001,"Clearlake, CA",Adult Album Alternative,CA
9029,K238AF,95.5000000000001,"Santa Rosa, CA",Spanish Hits,CA
9030,K238AH,95.5000000000001,"King City, CA",Christian Contemporary,CA
9031,K238AK,95.5000000000001,"Palm Desert, CA",Christian Contemporary,CA
9032,K238AL,95.5000000000001,"Reedsport, OR",Religious,OR
9033,K238AN,95.5000000000001,"Ames, IA",Christian Contemporary,IA
9034,K238AR,95.5000000000001,"Columbus, NE",Religious,NE
9035,K238AS,95.5000000000001,"Heber City, UT",Adult Contemporary,UT
9036,K238AV,95.5000000000001,"Yuba City, CA",Country,CA
9037,K238AX,95.5000000000001,"Brookings, SD",Public Radio,SD
9038,K238AY,95.5000000000001,"Rio Linda, CA",Religious,CA
9039,K238AZ,95.5000000000001,"Odessa, TX",News/Talk,TX
9040,K238BA,95.5000000000001,"Mitchell, SD",Adult Contemporary,SD
9041,K238BC,95.5000000000001,"Ogallala, NE",Religious,NE
9042,K238BD,95.5000000000001,"Wichita, KS",Religious,KS
9043,K238BF,95.5000000000001,"Atlanta, TX",Classic Rock,TX
9044,K238BL,95.5000000000001,"Flagstaff, AZ",Classic Rock,AZ
9045,K238BN,95.5000000000001,"Wynne, AR",Country,AR
9046,K238BO,95.5000000000001,"Cedar City, UT",Hot AC,UT
9047,K238BP,95.5000000000001,"Lake George, CO",Public Radio,CO
9048,K238BZ,95.5000000000001,"Seguin, TX",Tejano,TX
9049,K238CB,95.5000000000001,"Prescott, AZ",News/Talk,AZ
9050,K238CC,95.5000000000001,"Dallas, TX",Asian,TX
9051,K238CE,95.5000000000001,"Payson, UT",Religious,UT
9052,K238CH,95.5000000000001,"Ephrata, WA",Spanish Christian,WA
9053,K238CI,95.5000000000001,"Lewiston, ID",Talk,ID
9054,K238CJ,95.5000000000001,"Eureka, CA",Adult Contemporary,CA
9055,K238CK,95.5000000000001,"Hoisington, KS",Talk,KS
9056,KAAN,95.5000000000001,"Bethany, MO",Farm,MO
9057,KAFX,95.5000000000001,"Diboll, TX",Top-40,TX
9058,KAHE,95.5000000000001,"Dodge City, KS",Classic Hits,KS
9059,KAIM,95.5000000000001,"Honolulu, HI",Christian Contemporary,HI
9060,KAIQ,95.5000000000001,"Wolfforth, TX",Regional Mexican,TX
9061,KBEK,95.5000000000001,"Mora, MN",Adult Contemporary,MN
9062,KBFF,95.5000000000001,"Portland, OR",Top-40,OR
9063,KCBP,95.5000000000001,"Westley, CA",Variety,CA
9064,KCHH,95.5000000000001,"Worden, MT",Adult Contemporary,MT
9065,KCHK,95.5000000000001,"New Prague, MN",Variety,MN
9066,KCLZ,95.5000000000001,"Twentynine Palms Bas, CA",Rock,CA
9067,KDHS,95.5000000000001,"Delta Junction, AK",Grade School (K-12),AK
9068,KFCE,95.5000000000001,"Wills Point, TX",Variety,TX
9069,KGLI,95.5000000000001,"Sioux City, IA",Adult Contemporary,IA
9070,KHFM,95.5000000000001,"Santa Fe, NM",Classical,NM
9071,KITX,95.5000000000001,"Hugo, OK",Country,OK
9072,KJCY,95.5000000000001,"Saint Ansgar, IA",Religious,IA
9073,KJEZ,95.5000000000001,"Poplar Bluff, MO",Classic Rock,MO
9074,KKHK,95.5000000000001,"Carmel, CA",Adult Hits,CA
9075,KKMJ,95.5000000000001,"Austin, TX",Adult Contemporary,TX
9076,KKZY,95.5000000000001,"Bemidji, MN",Adult Contemporary,MN
9077,KLAQ,95.5000000000001,"El Paso, TX",Rock,TX
9078,KLBG,95.5000000000001,"Lindsborg, KS",Rock,KS
9079,KLOS,95.5000000000001,"Los Angeles, CA",Rock,CA
9080,KMBR,95.5000000000001,"Butte, MT",Classic Rock,MT
9081,KMLS,95.5000000000001,"Miles, TX",Country,TX
9082,KNDY,95.5000000000001,"Marysville, KS",Country,KS
9083,KNEV,95.5000000000001,"Reno, NV",Classic Hip-Hop,NV
9084,KNLT,95.5000000000001,"Palmer, AK",Adult Album Alternative,AK
9085,KOME,95.5000000000001,"Tolar, TX",Classic Hits,TX
9086,KOYH,95.5000000000001,"Elaine, AR",Christian Contemporary,AR
9087,KPHT,95.5000000000001,"Rocky Ford, CO",Classic Hits,CO
9088,KQWJ,95.5000000000001,"Jonesboro, LA",Religious,LA
9089,KRKQ,95.5000000000001,"Mountain Village, CO",Other,CO
9090,KRQP,95.5000000000001,"Arlington, TX",Spanish Christian,TX
9091,KRRQ,95.5000000000001,"Lafayette, LA",Hip-Hop,LA
9092,KRVG,95.5000000000001,"Glenwood Springs, CO",Adult Hits,CO
9093,KRVG,95.5000000000001,"West Glenwood, CO",Adult Hits,CO
9094,KSDZ,95.5000000000001,"Gordon, NE",Country,NE
9095,KSGV,95.5000000000001,"Seagoville, TX",Variety,TX
9096,KSTO,95.5000000000001,"Agana, GU",Adult Contemporary,GU
9097,KTOZ,95.5000000000001,"Pleasant Hope, MO",Hot AC,MO
9098,KTWF,95.5000000000001,"Scotland, TX",Classic Hits,TX
9099,KUJJ,95.5000000000001,"McCall, ID",Adult Contemporary,ID
9100,KVAP,95.5000000000001,"Port Arthur, TX",Spanish Christian,TX
9101,KVWR,95.5000000000001,"Dallas, TX",Urban Contemporary,TX
9102,KWAH,95.5000000000001,"Ennis, TX",Christian Contemporary,TX
9103,KWEN,95.5000000000001,"Tulsa, OK",Country,OK
9104,KWEY,95.5000000000001,"Clinton, OK",Country,OK
9105,KWNR,95.5000000000001,"Henderson, NV",Country,NV
9106,KWYY,95.5000000000001,"Midwest, WY",Country,WY
9107,KXBS,95.5000000000001,"Bethalto, IL",Christian Contemporary,IL
9108,KXEU,95.5000000000001,"Ballard, UT",Religious,UT
9109,KYFO,95.5000000000001,"Ogden, UT",Religious,UT
9110,KYFO,95.5000000000001,"Salt Lake City, UT",Religious,UT
9111,KYNU,95.5000000000001,"Jamestown, ND",Country,ND
9112,KYOT,95.5000000000001,"Phoenix, AZ",Adult Hits,AZ
9113,KYWY,95.5000000000001,"Pine Bluffs, WY",Religious,WY
9114,KZAT,95.5000000000001,"Belle Plaine, IA",Regional Mexican,IA
9115,KZFM,95.5000000000001,"Corpus Christi, TX",Urban Contemporary,TX
9116,KZLC,95.5000000000001,"Pineville, LA",Christian Contemporary,LA
9117,W238AD,95.5000000000001,"Trinity, AL",Hip-Hop,AL
9118,W238AL,95.5000000000001,"Portage, MI",Urban Contemporary,MI
9119,W238AM,95.5000000000001,"Titusville, FL",Religious,FL
9120,W238AN,95.5000000000001,"Mayfield, KY",Country,KY
9121,W238AV,95.5000000000001,"Wilmington, NC",Christian Contemporary,NC
9122,W238AW,95.5000000000001,"West View, SC",Christian Contemporary,SC
9123,W238BC,95.5000000000001,"Manitowoc, WI",Religious,WI
9124,W238BD,95.5000000000001,"Titusville, PA",Christian Contemporary,PA
9125,W238BH,95.5000000000001,"Kendallville, IN",Classic Hits,IN
9126,W238BI,95.5000000000001,"Georgetown, SC",Christian Contemporary,SC
9127,W238BJ,95.5000000000001,"Auburn, OH",Top-40,OH
9128,W238BN,95.5000000000001,"Blacksburg, VA",Public Radio,VA
9129,W238BO,95.5000000000001,"Black Mountain, NC",Christian Contemporary,NC
9130,W238BY,95.5000000000001,"Pocomoke City, MD",Classic Rock,MD
9131,W238CA,95.5000000000001,"Utica, NY",Urban Contemporary,NY
9132,W238CB,95.5000000000001,"Monroe, WI",Classic Country,WI
9133,W238CD,95.5000000000001,"Coldwater, MI",Classic Hits,MI
9134,W238CE,95.5000000000001,"Montgomery, AL",Spanish,AL
9135,W238CF,95.5000000000001,"Jacksonville, NC",Classic Rock,NC
9136,W238CG,95.5000000000001,"Warner Robins, GA",Classic Hits,GA
9137,W238CH,95.5000000000001,"Decatur, IL",Top-40,IL
9138,W238CJ,95.5000000000001,"Atlantic Beach, SC",Gospel Music,SC
9139,W238CM,95.5000000000001,"Endicott, Etc., NY",Gospel Music,NY
9140,W238CN,95.5000000000001,"Lancaster, KY",Talk,KY
9141,W238CO,95.5000000000001,"Charleston, SC",Tropical,SC
9142,W238CP,95.5000000000001,"Wartburg, TN",Gospel Music,TN
9143,W238CQ,95.5000000000001,"Marion, IL",Sports,IL
9144,W238CR,95.5000000000001,"Mayaguez, PR",Unknown Format,PR
9145,W238CS,95.5000000000001,"Clanton, AL",Gospel Music,AL
9146,W238CU,95.5000000000001,"Union City, TN",Oldies,TN
9147,W238CV,95.5000000000001,"Auburndale, FL",Regional Mexican,FL
9148,W238CW,95.5000000000001,"Etowah, TN",Oldies,TN
9149,W238CX,95.5000000000001,"Findlay, OH",Talk,OH
9150,W238CZ,95.5000000000001,"Atlantic City, NJ",Talk,NJ
9151,W238DA,95.5000000000001,"Green Bay, WI",Sports,WI
9152,W238DB,95.5000000000001,"Tazewell, VA",Christian Contemporary,VA
9153,W238DC,95.5000000000001,"Greeneville, TN",Oldies,TN
9154,W238DD,95.5000000000001,"Lancaster, NY",Classic Country,NY
9155,W238DE,95.5000000000001,"Spencerport, NY",News/Talk,NY
9156,W238DG,95.5000000000001,"Canandaigua, NY",Classic Country,NY
9157,W238DH,95.5000000000001,"Ponce, PR",Spanish News,PR
9158,W238FH,95.5000000000001,"Bedford, VA",Sports,VA
9159,WART,95.5000000000001,"Marshall, NC",Variety,NC
9160,WBOP,95.5000000000001,"Buffalo Gap, VA",Christian Contemporary,VA
9161,WBYL,95.5000000000001,"Salladasburg, PA",Country,PA
9162,WCHI,95.5000000000001,"Chicago, IL",Rock,IL
9163,WCPL,95.5000000000001,"Merritt Island, FL",Christian Contemporary,FL
9164,WCXE,95.5000000000001,"Erlanger, KY",Classic Rock,KY
9165,WFGI,95.5000000000001,"Johnstown, PA",Country,PA
9166,WFIZ,95.5000000000001,"Odessa, NY",Top-40,NY
9167,WFMH,95.5000000000001,"Hackleburg, AL",Country,AL
9168,WFMS,95.5000000000001,"Fishers, IN",Country,IN
9169,WGFE,95.5000000000001,"Glen Arbor, MI",Rock,MI
9170,WGLO,95.5000000000001,"Pekin, IL",Classic Rock,IL
9171,WHLH,95.5000000000001,"Jackson, MS",Gospel Music,MS
9172,WHPE,95.5000000000001,"High Point, NC",Religious,NC
9173,WIBZ,95.5000000000001,"Wedgefield, SC",Adult Hits,SC
9174,WIFC,95.5000000000001,"Wausau, WI",Top-40,WI
9175,WIXV,95.5000000000001,"Savannah, GA",Classic Rock,GA
9176,WJDB,95.5000000000001,"Thomasville, AL",Country,AL
9177,WJOR,95.5000000000001,"Whitesville, KY",Religious,KY
9178,WKLV,95.5000000000001,"Cleveland, OH",Christian Contemporary,OH
9179,WKQI,95.5000000000001,"Detroit, MI",Top-40,MI
9180,WKSX,95.5000000000001,"Edgefield, SC",Oldies,SC
9181,WLDI,95.5000000000001,"Juno Beach, FL",Top-40,FL
9182,WLTE,95.5000000000001,"Powdersville, SC",Christian Contemporary,SC
9183,WLVO,95.5000000000001,"Providence, RI",Christian Contemporary,RI
9184,WMFH,95.5000000000001,"Columbus, MS",Other,MS
9185,WNGR,95.5000000000001,"Tigerville, SC",Christian Contemporary,SC
9186,WNIR,95.5000000000001,"Newberry, SC",College,SC
9187,WOOO,95.5000000000001,"Defiance, OH",Variety,OH
9188,WORB,95.5000000000001,"Newport, TN",Unknown Format,TN
9189,WOXD,95.5000000000001,"Oxford, MS",Classic Hits,MS
9190,WPGC,95.5000000000001,"Morningside, MD",Hip-Hop,MD
9191,WPLJ,95.5000000000001,"New York, NY",Christian Contemporary,NY
9192,WPPI,95.5000000000001,"Topsham, ME",Sports,ME
9193,WPWZ,95.5000000000001,"Pinetops, NC",Hip-Hop,NC
9194,WQHY,95.5000000000001,"Prestonsburg, KY",Top-40,KY
9195,WRJM,95.5000000000001,"Cullman, AL",Adult Album Alternative,AL
9196,WSBB,95.5000000000001,"Doraville, GA",News/Talk,GA
9197,WSKR,95.5000000000001,"Jacksonville, FL",College,FL
9198,WSM,95.5000000000001,"Nashville, TN",Country,TN
9199,WTVY,95.5000000000001,"Dothan, AL",Country,AL
9200,WUTT,95.5000000000001,"Erie, PA",Urban Contemporary,PA
9201,WVXE,95.5000000000001,"Orange Park, FL",Religious,FL
9202,WWMV,95.5000000000001,"Madison, WI",Variety,WI
9203,WXMG,95.5000000000001,"Lancaster, OH",Urban Contemporary,OH
9204,WXXX,95.5000000000001,"South Burlington, VT",Top-40,VT
9205,WYJB,95.5000000000001,"Albany, NY",Adult Contemporary,NY
9206,WYJR,95.5000000000001,"Middlesboro, KY",Grade School (K-12),KY
9207,WYND,95.5000000000001,"Silver Springs, FL",Classic Rock,FL
9208,K239AC,95.7000000000001,"Garden City, ID",Religious,ID
9209,K239AE,95.7000000000001,"Buena Vista, Etc, CO",Public Radio,CO
9210,K239AL,95.7000000000001,"Coos Bay, OR",Adult Album Alternative,OR
9211,K239AM,95.7000000000001,"Palestine, TX",Classic Country,TX
9212,K239AP,95.7000000000001,"Missoula, MT",Country,MT
9213,K239AS,95.7000000000001,"Kimberling City, MO",Religious,MO
9214,K239AU,95.7000000000001,"Driggs, ID",Classic Rock,ID
9215,K239AV,95.7000000000001,"Sterling, AK",Classic Hits,AK
9216,K239AY,95.7000000000001,"Montpelier, ID",Public Radio,ID
9217,K239BE,95.7000000000001,"Sidney, NE",Country,NE
9218,K239BG,95.7000000000001,"Grand Forks, ND",Classic Rock,ND
9219,K239BJ,95.7000000000001,"Chanute, KS",Religious,KS
9220,K239BM,95.7000000000001,"Brownsville, TX",Spanish Christian,TX
9221,K239BN,95.7000000000001,"Idaho Falls, ID",Classic Hits,ID
9222,K239BO,95.7000000000001,"Newport, OR",Hot AC,OR
9223,K239BP,95.7000000000001,"Flynn, OR",Classical,OR
9224,K239BR,95.7000000000001,"Pocatello, ID",Country,ID
9225,K239BT,95.7000000000001,"The Village, OK",Religious,OK
9226,K239BV,95.7000000000001,"Waimea, HI",Public Radio,HI
9227,K239CB,95.7000000000001,"Tyler, TX",Classic Hits,TX
9228,K239CC,95.7000000000001,"Burleson, TX",Religious,TX
9229,K239CE,95.7000000000001,"Borrego Springs, CA",Religious,CA
9230,K239CF,95.7000000000001,"Tucson, AZ",Regional Mexican,AZ
9231,K239CH,95.7000000000001,"Colorado Springs, CO",News/Talk,CO
9232,K239CI,95.7000000000001,"North Platte, NE",Religious,NE
9233,K239CJ,95.7000000000001,"Saint Paul, MN",Regional Mexican,MN
9234,K239CK,95.7000000000001,"Elk Grove, CA",Spanish Christian,CA
9235,K239CL,95.7000000000001,"Spokane, WA",Religious,WA
9236,K239CN,95.7000000000001,"Watsonville, CA",News/Talk,CA
9237,K239CP,95.7000000000001,"Grand Junction, CO",Oldies,CO
9238,K239CQ,95.7000000000001,"Cape Girardeau, MO",News/Talk,MO
9239,K239CR,95.7000000000001,"Indianola, IA",Regional Mexican,IA
9240,K239CS,95.7000000000001,"Sunnyside, WA",Spanish Christian,WA
9241,K239CU,95.7000000000001,"Salem, MO",Country,MO
9242,K239CX,95.7000000000001,"Port Allen, LA",Gospel Music,LA
9243,K239CY,95.7000000000001,"Blaine, WA",Religious,WA
9244,K239DA,95.7000000000001,"Richardson, TX",Tejano,TX
9245,K239DB,95.7000000000001,"Stanley, ID",Classical,ID
9246,K239DC,95.7000000000001,"Alliance, NE",Christian Contemporary,NE
9247,KALF,95.7000000000001,"Red Bluff, CA",Country,CA
9248,KBFA,95.7000000000001,"West Monroe, LA",Religious,LA
9249,KBGO,95.7000000000001,"Waco, TX",Classic Hits,TX
9250,KBOY,95.7000000000001,"Medford, OR",Classic Rock,OR
9251,KBST,95.7000000000001,"Big Spring, TX",Country,TX
9252,KCGM,95.7000000000001,"Scobey, MT",Country,MT
9253,KCHZ,95.7000000000001,"Ottawa, KS",Talk,KS
9254,KCJP,95.7000000000001,"El Centro, CA",Religious,CA
9255,KCOV,95.7000000000001,"Gillette, WY",Religious,WY
9256,KDAL,95.7000000000001,"Duluth, MN",Adult Contemporary,MN
9257,KDHT,95.7000000000001,"Denver, CO",Top-40,CO
9258,KDRT,95.7000000000001,"Davis, CA",Variety,CA
9259,KETI,95.7000000000001,"Choteau, MT",Religious,MT
9260,KEZJ,95.7000000000001,"Twin Falls, ID",Country,ID
9261,KGMZ,95.7000000000001,"San Francisco, CA",Sports,CA
9262,KGMZ,95.7000000000001,"Walnut Creek, CA",Sports,CA
9263,KJEB,95.7000000000001,"Seattle, WA",Classic Hits,WA
9264,KJFX,95.7000000000001,"Fresno, CA",Classic Rock,CA
9265,KKAJ,95.7000000000001,"Davis, OK",Country,OK
9266,KKHH,95.7000000000001,"Houston, TX",Adult Hits,TX
9267,KKOK,95.7000000000001,"Morris, MN",Country,MN
9268,KKSR,95.7000000000001,"Walla Walla, WA",Classic Hits,WA
9269,KLEA,95.7000000000001,"Hobbs, NM",Classic Hits,NM
9270,KLEY,95.7000000000001,"Jourdanton, TX",Tejano,TX
9271,KLKL,95.7000000000001,"Minden, LA",Classic Hits,LA
9272,KLME,95.7000000000001,"Langdon, ND",Adult Contemporary,ND
9273,KMFH,95.7000000000001,"Oskaloosa, IA",Religious,IA
9274,KMKO,95.7000000000001,"Lake Crystal, MN",Rock,MN
9275,KNNA,95.7000000000001,"Lincoln, NE",Religious,NE
9276,KOSY,95.7000000000001,"Anamosa, IA",Top-40,IA
9277,KOWN,95.7000000000001,"Omaha, NE",Urban Contemporary,NE
9278,KPAT,95.7000000000001,"Orcutt, CA",Hip-Hop,CA
9279,KPCL,95.7000000000001,"Farmington, NM",Christian Contemporary,NM
9280,KPKR,95.7000000000001,"Parker, AZ",Adult Hits,AZ
9281,KPUR,95.7000000000001,"Claude, TX",Country,TX
9282,KQLZ,95.7000000000001,"New England, ND",Classic Rock,ND
9283,KQSF,95.7000000000001,"Dell Rapids, SD",Top-40,SD
9284,KQWC,95.7000000000001,"Webster City, IA",Classic Hits,IA
9285,KRCO,95.7000000000001,"Prineville, OR",Classic Country,OR
9286,KROA,95.7000000000001,"Grand Island, NE",Religious,NE
9287,KROK,95.7000000000001,"South Fort Johnson, LA",Adult Album Alternative,LA
9288,KRRH,95.7000000000001,"Edinburg, TX",Spanish Christian,TX
9289,KSEC,95.7000000000001,"Bentonville, AR",Regional Mexican,AR
9290,KSSN,95.7000000000001,"Little Rock, AR",Country,AR
9291,KSSX,95.7000000000001,"Carlsbad, CA",Hip-Hop,CA
9292,KSWI,95.7000000000001,"Atlantic, IA",Classic Hits,IA
9293,KTLL,95.7000000000001,"Terrell, TX",Spanish Christian,TX
9294,KURC,95.7000000000001,"Bastrop, LA",Religious,LA
9295,KUTC,95.7000000000001,"Gunnison, UT",Classic Rock,UT
9296,KVPM,95.7000000000001,"Arvin, CA",Urban Contemporary,CA
9297,KWKM,95.7000000000001,"Saint Johns, AZ",Hot AC,AZ
9298,KWSK,95.7000000000001,"Cason, TX",Variety,TX
9299,KWWR,95.7000000000001,"Mexico, MO",Country,MO
9300,KXLS,95.7000000000001,"Lahoma, OK",Adult Contemporary,OK
9301,KYBE,95.7000000000001,"Frederick, OK",Classic Country,OK
9302,KYNC,95.7000000000001,"Sachse, TX",Spanish Christian,TX
9303,KZSX,95.7000000000001,"Cherry Valley, CA",Classic Rock,CA
9304,W239AC,95.7000000000001,"Middletown, NY",Classic Rock,NY
9305,W239AE,95.7000000000001,"Winchester, TN",Religious,TN
9306,W239AZ,95.7000000000001,"Ashland, OH",Public Radio,OH
